,तावद्द्वयस,a,ap----a--a,,,,/t̪ɑː.ˈʋəd̪.d̪ʋə.jə.sə/,तावद्-द्वयस,0
382647,45901,उपहासक,n,n-----n--a,,,,/.pə.ɦɑː.sə.kə/,उप-हासक,0
382648,,उपहासनीयता,n,n-----f--ā,,,,/.pə.ɦɑː.sə.niː.jə.t̪ɑː/,उप-हासनीयता,0
382649,45902,उपहासिन्,a,ap----a--n,,,,/.pə.ɦɑː.sin/,उप-हासिन्,0
382650,45903,उपहास्य,a,ap----a--a,,,,/.pə.ɦɑːs.jə/,उप-हास्य,0
382651,45904,उपहास्यता,n,n-----f--ā,,,,/.pə.ɦɑːs.jə.t̪ɑː/,उप-हास्य-ता,0
382652,45898,उपहासास्पद,n,n-----n--a,,,,/.pə.ɦɑː.sɑːs.pə.d̪ə/,उपहासास्पद,0
382653,,उपहूत,a,ap----a--a,,,,/.pə.ɦuː.t̪ə/,उ॔प-हूत,0
382654,45932,उपहूत,n,n-----m--a,,,,/.pə.ɦuː.t̪ə/,उ॔प-हूत,0
382656,45933,उपहूति,n,n-----f--i,,,,/.pə.ɦuː.t̪i/,उप-हूति,0
382657,,उपहृ,v,v----d--9-,,,,/.pə.ɦɹ̩/,उप-हृ,0
382658,,उपहृत,a,ap----a--a,,,,/.pə.ɦɹ̩.t̪ə/,उप-हृत,0
382659,,उपैध्,v,v----d----,,,,/.pɑːid̪ʰ/,उपैध्,0
382661,44959,उपज,n,n-----m--a,,,,/.pə.d͡ʑə/,उप-ज,0
382662,44956,उपज,a,ap----a--a,,,,/.pə.d͡ʑə/,उप-ज,0
382663,44956,उपज,a,ap----a--a,,,,/.pə.d͡ʑə/,उप-ज॔,0
382664,44957,उपजगती,n,n-----f--ī,,,,/.pə.d͡ʑə.gə.t̪iː/,उप-जगती,0
382665,,उपजल्प्,v,v----d--1-,,,,/.pə.d͡ʑəlp/,उप-जल्प्,0
382666,44979,उपजल्पिन्,a,ap----a--n,,,,/.pə.ˈd͡ʑəl.pin/,उपजल्पिन्,0
382667,44978,उपजल्पित,n,n-----n--a,,,,/.pə.ˈd͡ʑəl.pi.t̪ə/,उप-जल्पित,0
382668,44977,उपजला,n,n-----f--ā,,,,/.pə.d͡ʑə.lɑː/,उप-जला,0
382669,,उपजन्,v,v----a--1- v----d--0- v----a--0- v----d--3- v----a--0- v----a--4- v----d--2- v----d--1-,,,,/.pə.d͡ʑən/,उप-जन्,0
382670,44960,उपजन,n,n-----m--a,,,,/.pə.d͡ʑə.nə/,उप-जन,0
382671,44970,उपजनम्,r,rp--------,,,,/.pə.d͡ʑə.nəm/,उप-जनम्,0
382672,44961,उपजनन,n,n-----n--a,,,,/.pə.d͡ʑə.nə.nə/,उप-जनन,0
382673,44971,उपजन्धनि,n,n-----m--i,,,,/.pə.d͡ʑən.d̪ʰə.ni/,उप-जन्धनि,0
382674,,उपजप्,v,v----d--1-,,,,/.pə.d͡ʑəp/,उप-जप्,0
382675,,उपजप्त,a,ap----a--a,,,,/.pə.ˈd͡ʑəp.t̪ə/,उप-जप्त,0
382676,,उपजप्य,a,ap----a--a,,,,/.pə.ˈd͡ʑəp.jə/,उप-जप्य,0
382677,44976,उपजरसम्,r,rp--------,,,,/.pə.d͡ʑə.ɹə.səm/,उप-जरसम्,0
382678,,उपजि,v,v----d--1- v----d--9-,,,,/.pə.d͡ʑi/,उप-जि,0
382722,,उपजीव्य,a,ap----a--a,,,,/.pə.d͡ʑiːʋ.jə/,उप-जीव्य,0
382679,44855,उपजिगमिषु,a,ap----a--u,,,,/.pə.d͡ʑi.gə.mi.ʂu/,उप-जिगमिषु,0
382680,44899,उपजिघ्रण,n,n-----n--a,,,n-----f--ā=उपजिघ्रणआ,/.pə.ˈd͡ʑigʰ.ɹə.ɳə/,उप-जिघ्रण,0
382681,44982,उपजिह्विका,n,n-----f--ā,,,,/.pə.ˈd͡ʑiɦ.ʋi.kɑː/,उप-जि॔ह्विका,0
382682,44981,उपजिह्वा,n,n-----f--ā,,,,/.pə.ˈd͡ʑiɦ.ʋɑː/,उप-जिह्वा,0
382683,45911,उपजिहीर्षा,n,n-----f--ā,,,,/.pə.d͡ʑi.ɦiːɹ.ʂɑː/,उप-जिहीर्षा,0
382685,44993,उपजिज्ञासु,a,ap----a--u,,,,/.pə.ˈd͡ʑid͡ʑ.ɲɑː.su/,उप-जिज्ञासु,0
382686,44994,उपजिज्ञास्य,a,ap----a--a,,,,/.pə.ˈd͡ʑid͡ʑ.ɲɑːs.jə/,उप-जिज्ञास्य॔,0
382687,44997,उपज्मन्,n,n-----m--n,,,,/.ˈpəd͡ʑ.mən/,उ॔प-ज्मन्,0
382688,44991,उपजोष,n,n-----m--a,,,,/.pə.d͡ʑoː.ʂə/,उप-जोष,0
382690,,उपजोषम्,r,rp--------,,,,/.pə.d͡ʑoː.ʂəm/,उप-जोषम्,0
382691,44992,उपजोषण,n,n-----n--a,,,,/.pə.d͡ʑoː.ʂə.ɳə/,उप-जोषण,0
382692,,उपज्रि,v,v----a--1- v----a--9- v----a--0-,,,,/.ˈpəd͡ʑ.ɹi/,उप-ज्रि,0
382693,,उपजुष्,v,v----d--6- v----a--6- v----a--3- v----a--1- v----d--1-,,,,/.pə.d͡ʑuʂ/,उप-जुष्,0
382694,,उपज्वल्,v,v----a--1- v----d--1-,,,,/.ˈpəd͡ʑ.ʋəl/,उप-ज्वल्,0
382695,,उपज्वलन,a,ap----a--a,,,,/.ˈpəd͡ʑ.ʋə.lə.nə/,उप-ज्वलन,0
382696,44999,उपज्वलित,a,ap----a--a,,,,/.ˈpəd͡ʑ.ʋə.li.t̪ə/,उप-ज्वलित,0
382697,44998,उपज्योतिष,n,n-----n--a,,,,/.ˈpəd͡ʑ.joː.t̪i.ʂə/,उप-ज्योतिष,0
382698,44995,उपज्ञा,n,n-----f--ā,,,,/.ˈpəd͡ʑ.ɲɑː/,उप-ज्ञा,0
382699,,उपज्ञा,v,v----a--9- v----d--9- v----d--3- v----a--3-,,,,/.ˈpəd͡ʑ.ɲɑː/,उप-ज्ञा,0
382700,,उपज्ञा,a,ap----a--ā,,,,/.ˈpəd͡ʑ.ɲɑː/,उप-ज्ञा,0
382701,,उपज्ञात,a,ap----a--a,,,,/.ˈpəd͡ʑ.ɲɑː.t̪ə/,उ॔प-ज्ञात,0
382702,44962,उपजा,n,n-----f--ā,,,,/.pə.d͡ʑɑː/,उप-जा,0
382703,44980,उपजानु,r,rp--------,,,,/.pə.d͡ʑɑː.nu/,उप-जानु,0
382704,44974,उपजाप,n,n-----m--a,,,,/.pə.d͡ʑɑː.pə/,उप-जाप,0
382705,44975,उपजापक,a,ap----a--a,,,,/.pə.d͡ʑɑː.pə.kə/,उप-जापक,0
382706,,उपजात,a,ap----a--a,,,,/.pə.d͡ʑɑː.t̪ə/,उप-जात,0
382707,,उपजातखेद,a,ap----a--a,,,,/.pə.d͡ʑɑː.t̪ə.kʰeː.d̪ə/,उप-जात-खेद,0
382708,,उपजातकोप,a,ap----a--a,,,,/.pə.d͡ʑɑː.t̪ə.koː.pə/,उप-जात-कोप,0
382709,,उपजातक्रोध,a,ap----a--a,,,,/.pə.d͡ʑɑː.ˈt̪ək.ɹoː.d̪ʰə/,उप-जात-क्रोध,0
382710,,उपजातविश्वास,a,ap----a--a,,,,/upəd͡ʑɑːt̪əʋiɕʋɑːsə/,उप-जात-विश्वास,0
382711,44968,उपजाति,n,n-----f--i,,,,/.pə.d͡ʑɑː.t̪i/,उप-जाति,0
382712,44969,उपजातिका,n,n-----f--ā,,,,/.pə.d͡ʑɑː.t̪i.kɑː/,उपजातिका,0
382713,,उपजीका,n,n-----f--ā,,,,/.pə.d͡ʑiː.kɑː/,उप-जी॔का,0
382714,160388,उपजीव्,v,v----d--1-,,,,/.pə.d͡ʑiːʋ/,उप-जीव्,0
382715,,उपजीव,a,ap----a--a,,,,/.pə.d͡ʑiː.ʋə/,उप-जीव॔,0
382716,44985,उपजीवक,a,ap----a--a,,,,/.pə.d͡ʑiː.ʋə.kə/,उप-जीवक,0
382717,44986,उपजीवक,n,n-----n--a,,,n-----f--ā=उपजीवकइका,/.pə.d͡ʑiː.ʋə.kə/,उप-जीवक,0
382718,44987,उपजीवन,n,n-----n--a,,,,/.pə.d͡ʑiː.ʋə.nə/,उप-जी॔वन,0
382719,,उपजीवनीय,a,ap----a--a,,,,/.pə.d͡ʑiː.ʋə.niː.jə/,उपजीवनी॔य,0
382720,44989,उपजीविन्,a,ap----a--n,,,,/.pə.d͡ʑiː.ʋin/,उप-जीविन्,0
382721,212833,उपजीवितृ,a,ap----a--r,,,,/.pə.d͡ʑiː.ʋi.t̪ɹ̩/,उप-जीवितृ,0
382723,44984,उपजीवा,n,n-----f--ā,,,,/.pə.d͡ʑiː.ʋɑː/,उप-जीवा॔,0
382724,44734,उपक,n,n-----m--a,,,,/.pə.kə/,उपक,0
382725,44737,उपकक्ष,n,n-----n--a,,,,/.pə.ˈkək.ʂə/,उप-कक्ष॔,0
382726,44736,उपकक्ष,a,ap----a--a,,,,/.pə.ˈkək.ʂə/,उप-कक्ष॔,0
382727,,उपकक्षदघ्न,a,ap----a--a,,,,/.pə.ˈkək.ʂə.ˈd̪əgʰ.nə/,उप-कक्षदघ्न॔,0
382728,44798,उपकल्प,n,n-----m--a,,,,/.pə.ˈkəl.pə/,उप-कल्प,0
382729,44799,उपकल्पन,n,n-----n--a,,,,/.pə.ˈkəl.pə.nə/,उप-कल्पन,0
382731,44800,उपकल्पना,n,n-----f--ā,,,,/.pə.ˈkəl.pə.nɑː/,उप-कल्पना,0
382732,44801,उपकल्पनीय,a,ap----a--a,,,,/.pə.ˈkəl.pə.niː.jə/,उपकल्पनीय,0
382733,,उपकल्पयितव्य,a,ap----a--a,,,,/.pə.ˈkəl.pə.ji.ˈt̪əʋ.jə/,उप-कल्पयितव्य,0
382734,,उपकल्पिन्,a,ap----a--n,,,,/.pə.ˈkəl.pin/,उप-कल्पिन्,0
382735,,उपकल्पित,a,ap----a--a,,,,/.pə.ˈkəl.pi.t̪ə/,उप-कल्पित,0
382736,44745,उपकलापम्,r,rp--------,,,,/.pə.kə.lɑː.pəm/,उप-कलापम्,0
382737,44741,उपकनिष्ठिका,n,n-----f--ā,,,,/.pə.kə.ˈniʂ.ʈʰi.kɑː/,उप-कनिष्ठिका,0
382738,44742,उपकन्यापुरम्,r,rp--------,,,,/.pə.kən.jɑː.pu.ɹəm/,उप-कन्या-पुरम्,0
382739,44762,उपकरण,n,n-----n--a,,,,/.pə.kə.ɹə.ɳə/,उप-करण,0
382740,44763,उपकरणवत्,a,ap----a--c,,,,/.pə.kə.ɹə.ɳə.ʋət̪/,उप-करण-वत्,0
382741,44764,उपकरणार्थ,a,ap----a--a,,,,/.pə.kə.ɹə.ɳɑːɹ.t̪ʰə/,उपकरणार्थ,0
382742,,उपकरणीभू,v,v----a--1-,,,,/.pə.kə.ɹə.ɳiː.bʱuː/,उपकरणी-भू,0
382743,,उपकरणीकृ,v,v----a--8-,,,,/.pə.kə.ɹə.ɳiː.kɹ̩/,उप-करणी-कृ,0
382744,44765,उपकरणीय,a,ap----a--a,,,,/.pə.kə.ɹə.ɳiː.jə/,उप-करणीय,0
382745,,उपकर्तव्य,n,n-----n--a,,,,/.pə.ˈkəɹ.ˈt̪əʋ.jə/,उप-कर्तव्य,0
382746,44766,उपकर्तृ,a,ap----a--r,,ap----f--ī=>त्री,,/.pə.ˈkəɹ.t̪ɹ̩/,उप-कर्तृ,0
382747,44743,उपकर्णम्,r,rp--------,,,,/.pə.ˈkəɹ.ɳəm/,उप-कर्णम्,0
382748,44744,उपकर्णिका,n,n-----f--ā,,,,/.pə.ˈkəɹ.ɳi.kɑː/,उपकर्णिका,0
382749,44792,उपकर्षम्,r,rp--------,,,,/.pə.ˈkəɹ.ʂəm/,उप-कर्षम्,0
382750,44791,उपकर्षण,n,n-----n--a,,,,/.pə.ˈkəɹ.ʂə.ɳə/,उप-कर्षण,0
382751,44740,उपकथा,n,n-----f--ā,,,,/.pə.kə.t̪ʰɑː/,उप-कथा,0
382753,44739,उपकण्ठ,n,n-----n--a,,,,/.pə.ˈkəɳ.ʈʰə/,उप-कण्ठ,0
382754,44738,उपकण्ठ,a,ap----a--a,,,,/.pə.ˈkəɳ.ʈʰə/,उप-कण्ठ,0
382756,,उपकण्ठम्,r,rp--------,,,,/.pə.ˈkəɳ.ʈʰəm/,उप-कण्ठम्,0
382757,44806,उपकेरु,n,n-----m--u,,,,/.pə.keː.ɹu/,उ॔प-केरु,0
382758,44805,उपकेतु,n,n-----m--u,,,,/.pə.keː.t̪u/,उप-केतु,0
382759,44843,उपखिल,n,n-----n--a,,,,/.pə.kʰi.lə/,उप-खिल,0
382760,,उपख्या,v,v----a--2- v----d--2-,,,,/.ˈpəkʰ.jɑː/,उप-ख्या,0
382761,44842,उपखातम्,r,rp--------,,,,/.pə.kʰɑː.t̪əm/,उप-खातम्,0
382762,44794,उपकिरण,n,n-----n--a,,,,/.pə.ki.ɹə.ɳə/,उप-किरण,0
382763,44828,उपक्लेश,n,n-----m--a,,,,/.ˈpək.leː.ɕə/,उप-क्लेश,0
382764,,उपक्लिद्,v,v----d--4- v----a--4-,,,,/.ˈpək.lid̪/,उप-क्लिद्,0
382765,44827,उपक्लिन्न,a,ap----a--a,,,,/.ˈpək.lin.nə/,उप-क्लिन्न,0
382766,44809,उपकोसल,n,n-----m--a,,,,/.pə.koː.sə.lə/,उप-कोसल,0
382767,44808,उपकोशा,n,n-----f--ā,,,,/.pə.koː.ɕɑː/,उप-कोशा,0
382768,44807,उपकोण,n,n-----m--a,,,,/.pə.koː.ɳə/,उप-कोण,0
382769,,उपक्रम्,v,v----a--1- v----d--1- v----a--4- v----d--4-,,,,/.ˈpək.ɹəm/,उप-क्रम्,0
382770,44811,उपक्रम,n,n-----m--a,,,,/.ˈpək.ɹə.mə/,उप-क्रम,0
382771,44812,उपक्रमपराक्रम,n,n-----m--a,,,,/.ˈpək.ɹə.mə.pə.ɹɑːk.ɹə.mə/,उप-क्रम-पराक्रम,0
382772,44813,उपक्रमण,a,ap----a--a,,ap----f--ī=>ी,,/.ˈpək.ɹə.mə.ɳə/,उप-क्रमण,0
382773,44814,उपक्रमण,n,n-----n--a,,,,/.ˈpək.ɹə.mə.ɳə/,उप-क्रमण,0
382774,44815,उपक्रमणीय,a,ap----a--a,,,,/.ˈpək.ɹə.mə.ɳiː.jə/,उप-क्रमणीय,0
382775,,उपक्रमितव्य,a,ap----a--a,,,,/.ˈpək.ɹə.mi.ˈt̪əʋ.jə/,उप-क्रमितव्य,0
382776,44817,उपक्रम्य,a,ap----a--a,,,,/.ˈpək.ɹəm.jə/,उप-क्रम्य,0
382777,44810,उपक्रन्तृ,a,ap----a--r,,,,/.ˈpək.ɹən.t̪ɹ̩/,उप-क्रन्तृ,0
382778,44784,उपक्रिया,n,n-----f--ā,,,,/.ˈpək.ɹi.jɑː/,उप-क्रिया,0
382779,44822,उपक्रोश,n,n-----m--a,,,,/.ˈpək.ɹoː.ɕə/,उप-क्रोश,0
382780,44823,उपक्रोशन,n,n-----n--a,,,,/.ˈpək.ɹoː.ɕə.nə/,उप-क्रोशन,0
382781,44824,उपक्रोशनकर,a,ap----a--a,,,,/.ˈpək.ɹoː.ɕə.nə.kə.ɹə/,उप-क्रोशन-कर,0
382782,44825,उपक्रोष्टृ,a,ap----a--r,,,,/.ˈpək.ɹoːʂ.ʈɹ̩/,उप-क्रोष्टृ,0
382783,,उपक्रोष्टृ,n,n-----m--r,,,,/.ˈpək.ɹoːʂ.ʈɹ̩/,उप-क्रोष्टृ,0
382784,,उपक्रुश्,v,v----a--1- v----d--1-,,,,/.ˈpək.ɹuɕ/,उप-क्रुश्,0
382785,44821,उपक्रुष्ट,n,n-----m--a,,,,/.ˈpək.ˈɹuʂ.ʈə/,उप-क्रुष्ट,0
382786,,उपक्रुष्ट,a,ap----a--a,,,,/.ˈpək.ˈɹuʂ.ʈə/,उप-क्रुष्ट,0
382787,,उपक्राम्य,a,ap----a--a,,,,/.ˈpək.ɹɑːm.jə/,उप-क्राम्य,0
382788,,उपक्रान्त,a,ap----a--a,,,,/.ˈpək.ɹɑːn.t̪ə/,उप-क्रान्त,0
382789,,उपक्री,v,v----a--9- v----d--9-,,,,/.ˈpək.ɹiː/,उप-क्री,0
382790,,उपक्रीड्,v,v----a--1- v----d--1-,,,,/.ˈpək.ɹiːɖ/,उप-क्रीड्,0
382791,44819,उपक्रीडा,n,n-----f--ā,,,,/.ˈpək.ɹiː.ɖɑː/,उप-क्रीडा,0
382792,44755,उपकुल,n,n-----n--a,,,,/.pə.ku.lə/,उप-कुल,0
382793,44756,उपकुल्या,n,n-----f--ā,,,,/.pə.ˈkul.jɑː/,उप-कुल्या,0
382794,,उपकुम्भ,a,ap----a--a,,,,/.pə.kum.bʱə/,उप-कुम्भ,0
382795,,उपकुम्भम्,r,rp--------,,,,/.pə.kum.bʱəm/,उप-कुम्भम्,0
382796,,उपकुम्भे,r,rp--------,,,,/.pə.kum.bʱeː/,उप-कुम्भे,0
382797,,उपकुम्भेन,r,rp--------,,,,/.pə.kum.bʱeː.nə/,उप-कुम्भेन,0
382798,44753,उपकुम्भा,n,n-----f--ā,,,,/.pə.kum.bʱɑː/,उप-कुम्भा,0
382799,,उपकुम्भात्,r,rp--------,,,,/.pə.kum.bʱɑːt̪/,उप-कुम्भात्,0
382800,44754,उपकुरङ्ग,n,n-----m--a,,,,/.pə.ku.ɹəŋ.gə/,उप-कुरङ्ग,0
382801,44778,उपकुर्वाण,n,n-----m--a,,,,/.pə.ˈkuɹ.ʋɑː.ɳə/,उप-कुर्वाण,0
382802,44779,उपकुर्वाणक,n,n-----m--a,,,,/.pə.ˈkuɹ.ʋɑː.ɳə.kə/,उपकुर्वाणक,0
382803,44751,उपकुञ्चि,n,n-----f--i,,,,/.pə.kuɲ.t͡ɕi/,उप-कुञ्चि,0
382804,44752,उपकुञ्चिका,n,n-----f--ā,,,,/.pə.kuɲ.t͡ɕi.kɑː/,उप-कुञ्चिका,0
382805,44757,उपकुश,n,n-----m--a,,,,/.pə.ku.ɕə/,उप-कुश,0
382806,44830,उपक्वस,n,n-----m--a,,,,/.ˈpək.ʋə.sə/,उप-क्वस,0
382807,44829,उपक्वण,n,n-----m--a,,,,/.ˈpək.ʋə.ɳə/,उप-क्वण,0
382808,,उपक्वाण,n,n-----m--a,,,,/.ˈpək.ʋɑː.ɳə/,उप-क्वाण,0
382809,44735,उपकादि,n,n-----m--i,,,,/.pə.kɑː.d̪i/,उपकादि,0
382810,44747,उपकाल,n,n-----m--a,,,,/.pə.kɑː.lə/,उप-काल,0
382811,44748,उपकालिका,n,n-----f--ā,,,,/.pə.kɑː.li.kɑː/,उप-कालिका,0
382812,44746,उपकान्तम्,r,rp--------,,,,/.pə.kɑːn.t̪əm/,उप-कान्तम्,0
382813,44767,उपकार,n,n-----m--a,,,,/.pə.kɑː.ɹə/,उप-कार,0
382814,44772,उपकारक,a,ap----a--a,,ap----f--ā=>िका,,/.pə.kɑː.ɹə.kə/,उप-कारक,0
382815,,उपकारकत्व,n,n-----n--a,,,,/.pə.kɑː.ɹə.ˈkət̪.ʋə/,उप-कारक-त्व,0
382816,,उपकारपर,a,ap----a--a,,,,/.pə.kɑː.ɹə.pə.ɹə/,उप-कार-पर,0
382820,44771,उपकारिका,n,n-----f--ā,,,,/.pə.kɑː.ɹi.kɑː/,उप-कारिका,0
382821,44774,उपकारिन्,a,ap----a--n,,,,/.pə.kɑː.ɹin/,उप-कारिन्,0
382822,,उपकारित्व,n,n-----n--a,,,,/.pə.kɑː.ˈɹit̪.ʋə/,उपकारि-त्व,0
382823,,उपकार्य,a,ap----a--a,,,,/.pə.kɑːɹ.jə/,उप-कार्य,0
382827,44777,उपकार्या,n,n-----f--ā,,,,/.pə.kɑːɹ.jɑː/,उप-कार्या,0
382828,,उपकारापकार,n,n-----m--a,,,,/.pə.kɑː.ɹɑː.pə.kɑː.ɹə/,उपकारापकार,0
382830,44768,उपकारी,n,n-----f--ī,,,,/.pə.kɑː.ɹiː/,उप-कारी,0
382832,44749,उपकाश,n,n-----m--a,,,,/.pə.kɑː.ɕə/,उप-काश,0
382833,,उपकाश,a,ap----a--a,,,,/.pə.kɑː.ɕə/,उप-काश,0
382834,223055,उपकाशिनी,n,n-----f--ī,,,,/.pə.kɑː.ɕi.niː/,उप-काशिनी,0
382835,44750,उपकीचक,n,n-----m--a,,,,/.pə.kiː.t͡ɕə.kə/,उप-कीचक,0
382836,,उपकीर्ण,a,ap----a--a,,,,/.pə.kiːɹ.ɳə/,उ॔प-कीर्ण,0
382837,,उपकूज्,v,v----a--1-,,,,/.pə.kuːd͡ʑ/,उप-कूज्,0
382838,,उपकूजित,a,ap----a--a,,,,/.pə.kuː.d͡ʑi.t̪ə/,उप-कूजित,0
382839,44760,उपकूल,a,ap----a--a,,,,/.pə.kuː.lə/,उप-कूल,0
382840,44761,उपकूलक,n,n-----m--a,,,,/.pə.kuː.lə.kə/,उप-कूलक,0
382841,,उपकूलम्,r,rp--------,,,,/.pə.kuː.ləm/,उप-कूलम्,0
382842,,उपकूलतस्,r,rp--------,,,,/.pə.kuː.lə.t̪əs/,उप-कूल-तस्,0
382843,44758,उपकूप,n,n-----m--a,,,,/.pə.kuː.pə/,उप-कूप,0
382844,44759,उपकूपजलाशय,n,n-----m--a,,,,/.pə.kuː.pə.d͡ʑə.lɑː.ɕə.jə/,उप-कूप-जलाशय,0
382845,,उपकूपे,r,rp--------,,,,/.pə.kuː.peː/,उप-कूपे,0
382846,,उपकृ,v,v----a--0-,,,,/.pə.kɹ̩/,उप-कृ,0
382847,,उपकृत्,v,v----a--7-,,,,/.pə.kɹ̩t̪/,उप-कृत्,0
382848,,उपकृत,n,n-----n--a,,,,/.pə.kɹ̩.t̪ə/,उप-कृत,0
382849,,उपकृत,a,ap----a--a,,,,/.pə.kɹ̩.t̪ə/,उप-कृत,0
382850,44781,उपकृति,n,n-----f--i,,,,/.pə.kɹ̩.t̪i/,उप-कृति,0
382851,44782,उपकृतिमत्,a,ap----a--c,,,,/.pə.kɹ̩.t̪i.mət̪/,उप-कृति-मत्,0
382852,44783,उपकृतिन्,a,ap----a--n,,,,/.pə.kɹ̩.t̪in/,उपकृतिन्,0
382853,,उपकृष्,v,v----a--1- v----d--1- v----a--6- v----d--6-,,,,/.pə.kɹ̩ʂ/,उप-कृष्,0
382854,,उपकृष्ण,a,ap----a--a,,,,/.pə.ˈkɹ̩ʂ.ɳə/,उप-कृष्ण,0
382855,44793,उपकृष्णक,n,n-----m--a,,,,/.pə.ˈkɹ̩ʂ.ɳə.kə/,उपकृष्णक,0
382856,,उपकॄ,v,v----d--0-,,,,/.pə.kɹ̩ː/,उप-कॄ,0
382857,44833,उपक्षपयितृ,a,ap----a--r,,,,/.ˈpək.ʂə.pə.ji.t̪ɹ̩/,उप-क्षपयितृ,0
382858,,उपक्षर्,v,v----a--1- v----d--1- v----a--2-,,,,/.ˈpək.ʂəɹ/,उप-क्षर्,0
382859,44831,उपक्षत्र,n,n-----m--a,,,,/.ˈpək.ˈʂət̪.ɹə/,उप-क्षत्र,0
382860,44834,उपक्षय,n,n-----m--a,,,,/.ˈpək.ʂə.jə/,उप-क्षय,0
382862,44838,उपक्षेप,n,n-----m--a,,,,/.ˈpək.ʂeː.pə/,उप-क्षेप,0
382863,44839,उपक्षेपक,a,ap----a--a,,,,/.ˈpək.ʂeː.pə.kə/,उप-क्षेपक,0
382864,44840,उपक्षेपण,n,n-----n--a,,,,/.ˈpək.ʂeː.pə.ɳə/,उप-क्षेपण,0
382865,44837,उपक्षेतृ,a,ap----a--r,,,,/.ˈpək.ʂeː.t̪ɹ̩/,उप-क्षेतृ॔,0
382866,,उपक्षि,v,v----a--1- v----a--5- v----a--9- v----d--9-,,,,/.ˈpək.ʂi/,उप-क्षि,0
382868,,उपक्षिप्,v,v----a--6- v----d--6- v----a--4- v----d--4-,,,,/.ˈpək.ʂip/,उप-क्षिप्,0
382869,44836,उपक्षित्,a,ap----a--c,,,,/.ˈpək.ʂit̪/,उप-क्षि॔त्,0
382870,44841,उपक्षुद्र,a,ap----a--a,,,,/.ˈpək.ˈʂud̪.ɹə/,उप-क्षुद्र,0
382871,,उपक्षीण,a,ap----a--a,,,,/.ˈpək.ʂiː.ɳə/,उप-क्षीण,0
382872,,उपकॢप्,v,v----d--1- v----a--1-,,,,/.pə.kl̩p/,उप-कॢप्,0
382873,,उपकॢप्त,a,ap----a--a,,,,/.pə.ˈkl̩p.t̪ə/,उ॔प-कॢप्त,0
382874,45490,उपल,n,n-----m--a,,,,/.pə.lə/,उपल,0
382875,,उपलब्ध,a,ap----a--a,,,,/.pə.ˈləb.d̪ʰə/,उप-लब्ध,0
382876,,उपलब्धसुख,a,ap----a--a,,,,/.pə.ˈləb.d̪ʰə.su.kʰə/,उप-लब्ध-सुख,0
382877,45506,उपलब्धव्य,a,ap----a--a,,,,/.pə.ˈləb.ˈd̪ʰəʋ.jə/,उप-लब्धव्य,0
382878,45507,उपलब्धि,n,n-----f--i,,,,/.pə.ˈləb.d̪ʰi/,उप-लब्धि,0
382879,45508,उपलब्धिमत्,a,ap----a--c,,,,/.pə.ˈləb.d̪ʰi.mət̪/,उप-लब्धि-मत्,0
382880,,उपलब्धिमत्त्व,n,n-----n--a,,,,/.pə.ˈləb.d̪ʰi.ˈmət̪.t̪ʋə/,उप-लब्धि-मत्त्व,0
382881,45509,उपलब्धिसम,n,n-----m--a,,,,/.pə.ˈləb.d̪ʰi.sə.mə/,उप-लब्धि-सम,0
382882,45505,उपलब्धार्थ,a,ap----a--a,,ap----f--ā=>ा,,/.pə.ˈləb.d̪ʰɑːɹ.t̪ʰə/,उपलब्धार्थ,0
382883,45510,उपलब्धृ,a,ap----a--r,,,,/.pə.ˈləb.d̪ʰɹ̩/,उप-लब्धृ,0
382884,160529,उपलभ्,v,v----d--1-,,,,/.pə.ləbʱ/,उप-लभ्,0
382885,45492,उपलभेदिन्,n,n-----m--n,,,,/.pə.lə.bʱeː.d̪in/,उपल-भेदिन्,0
382886,,उपलभ्य,a,ap----a--a,,,,/.pə.ˈləbʱ.jə/,उप-लभ्य,0
382887,45493,उपलहस्त,n,n-----m--a,,,,/.pə.lə.ˈɦəs.t̪ə/,उपल-हस्त,0
382888,45494,उपलक,n,n-----m--a,,,,/.pə.lə.kə/,उपलक,0
382889,,उपलक्ष्,v,v----d--1- v----a--1- v----a--0- v----d--0-,,,,/.pə.ləkʂ/,उप-लक्ष्,0
382890,45495,उपलक्ष,n,n-----m--a,,,,/.pə.ˈlək.ʂə/,उप-लक्ष,0
382891,45496,उपलक्षक,a,ap----a--a,,,,/.pə.ˈlək.ʂə.kə/,उप-लक्षक,0
382892,,उपलक्षयितव्य,a,ap----a--a,,,,/.pə.ˈlək.ʂə.ji.ˈt̪əʋ.jə/,उप-लक्षयितव्य,0
382893,45497,उपलक्षण,n,n-----n--a,,,,/.pə.ˈlək.ʂə.ɳə/,उप-लक्षण,0
382894,,उपलक्षणत्व,n,n-----n--a,,,,/.pə.ˈlək.ʂə.ˈɳət̪.ʋə/,उप-लक्षण-त्व,0
382895,45498,उपलक्षणता,n,n-----f--ā,,,,/.pə.ˈlək.ʂə.ɳə.t̪ɑː/,उप-लक्षण-ता,0
382896,,उपलक्षित,a,ap----a--a,,,,/.pə.ˈlək.ʂi.t̪ə/,उप-लक्षित,0
382897,,उपलक्ष्मी,n,n-----f--ī,,,,/.pə.ˈləkʂ.miː/,उप-लक्ष्मी,0
382898,,उपलक्ष्य,a,ap----a--a,,,,/.pə.ˈlək.ʂjə/,उप-लक्ष्य,0
