id,offset,pos,language,gloss,semfield
105306,00320950,n,10,a shot in billiards made by hitting the cue ball with the cue held nearly vertically; the cue ball spins around another ball before hitting the object ball,2638
105307,00321208,n,10,a faulty shot in billiards; the cue tip slips off the cue ball,2638
105308,00321361,n,10,any of various games played on a pool table having 6 pockets,2633
105309,00321585,n,10,a form of pool played with 15 red balls and six balls of other colors and a cue ball,2633
105310,00321723,n,10,(British) a table game in which short cues are used to knock balls into holes that are guarded by wooden pegs; penalties are incurred if the pegs are knocked over,2633
105311,00321957,n,10,a game suitable for playing in a parlor,2633
105312,00322090,n,10,any game involving the formation or alteration or discovery of words,2633
105313,00322250,n,10,a game whose object is to form words from a group of randomly chosen letters,2633
105314,00322381,n,10,(trademark) a game in which words are formed from letters in patterns similar to a crossword puzzle,2633
105315,00322535,n,10,a game played on a specially designed board,2633
105316,00322887,n,10,a board game for two players; pieces move according to throws of the dice,2633
105317,00323017,n,10,a checkerboard game for two players who each have 12 pieces; the object is to jump over and so capture the opponent's pieces,2633
105318,00323207,n,10,a game for two players who move their 16 pieces according to specific rules; the object is to checkmate the opponent's king,2628
105319,00323451,n,10,a board game in which each player tries to move a set of marbles through a set of holes from one point of a six-pointed star to the opposite point,2633
105320,00323679,n,10,a game in which darts are thrown at a dartboard,2633
105321,00323778,n,10,(Japanese) a board game for two players who place counters on a grid; the object is to surround and so capture the opponent's counters,2633
105322,00323971,n,10,a board game in which players try to move their pieces into their opponent's bases,2633
105323,00324105,n,10,a game in which numbered balls are drawn and random and players cover the corresponding numbers on their cards,2633
105324,00324290,n,10,(British) a lottery in which tickets are drawn from a revolving drum,2636
105325,00324412,n,10,(British) a simple board game in which players move counters according to the throw of dice,2633
105326,00324554,n,10,Chinese game played by 4 people with 144 tiles,2633
105327,00324666,n,10,(trademark) a board game in which players try to gain a monopoly on real estate as pieces advance around the board according to the throw of a die,2633
105328,00324867,n,10,an ancient board game resembling backgammon; played on a cross-shaped board,2633
105329,00325014,n,10,(trademark) a modern board game based on pachisi,2633
105330,00325118,n,10,(Japanese) a form of chess played on a board of 81 squares; each player has 20 pieces,2628
105331,00325255,n,10,(British) a game in which coins or discs are slid by hand across a board toward a mark,2633
105332,00325435,n,10,a game in which two players alternately put crosses and circles in one of the compartments of a 3-by-3 board; the object is to get a row of three crosses or three circles before the opponent does,2633
105333,00325752,n,10,"the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize); ""his gambling cost him a fortune""; ""there was heavy play at the blackjack table""",2636
105334,00326128,n,10,active interest in gambling on sports events,2636
105335,00326232,n,10,"the act of gambling: ""he did it on a bet""",2636
105336,00326453,n,10,a single bet on two horse races in the same day,2636
105337,00326559,n,10,a bet that you can pick the first and second finishers in the right order,2636
105338,00326696,n,10,betting where winners share the total amount wagered,2636
105339,00326805,n,10,a bet that a horse will finish a race no worse than second,2636
105340,00326919,n,10,a bet that you can pick the first four finishers in a race in the right order,2636
105341,00327053,n,10,a game that involves gambling,2636
105342,00327267,n,10,a Chinese gambling game; a random number of counters are placed under a bowl and you gamble on how many will be left (0 or 1 or 2 or 3) modulo 4,2636
105343,00327464,n,10,players buy chances and prizes are distributed according to the drawing of lots,2636
105344,00327679,n,10,an illegal daily lottery,2636
105345,00327804,n,10,a lottery in which the prizes are goods rather than money,2636
105346,00327914,n,10,a lottery in which the prize consists of the money paid by the participants,2636
105347,00328060,n,10,a gambling game using two dice,2636
105348,00328189,n,10,a gambling game in which players bet on which compartment of a revolving wheel a small ball will come to rest in,2636
105349,00328356,n,10,any gambling game in which bets are laid against the gambling house or the dealer,2636
105350,00328496,n,10,any festival or other celebration,2600
105351,00328689,n,10,boisterous celebration,2600
105352,00328836,n,10,noisy and mischievous merrymaking,2600
105353,00328944,n,10,unrestrained merrymaking,2600
105354,00329120,n,10,any carefree episode,2600
105355,00329202,n,10,a brief indulgence of your impulses,2600
105356,00329304,n,10,"an occasion for heavy drinking: ""they went on a bust that lasted three days""",2600
105357,00329473,n,10,a merry drinking party,2600
105358,00329560,n,10,a wild gathering involving excessive drinking and promiscuity,2600
105359,00329759,n,10,a festival marked by merrymaking and processions,"2600,2772"
105360,00329880,n,10,an orgiastic festival in ancient Greece in honor of Dionysus (= Bacchus),2600
105361,00330021,n,10,"gay or light-hearted recreational activity for diversion or amusement; ""it was all done in play""; ""their frolic in the surf threatened to become ugly""",2600
105362,00330345,n,10,"activities that are enjoyable or amusing: ""I do it for the fun of it""; ""he is fun to have around""",2600
105363,00330518,n,10,playful behavior intended to arouse sexual interest,"1703,2600"
105364,00330677,n,10,foolish or senseless behavior,2600
105365,00330812,n,10,acting like a clown or buffoon,2600
105366,00330945,n,10,rowdy or boisterous play,2600
105367,00331025,n,10,"playful vexation: ""the parody was just a form of teasing""",2600
105368,00331136,n,10,playing on words or speech sounds,2600
105369,00331225,n,10,a ludicrous or grotesque act done for fun and amusement,2600
105370,00331381,n,10,a prank or trick played on a person especially one intended to make the victim appear foolish,2633
105371,00331571,n,10,"a practical joke or trick played on April Fools"" day",2633
105372,00331680,n,10,(British) a boisterous practical joke (especially by college students),2600
105373,00331800,n,10,activity characterized by good humor,2600
105374,00331961,n,10,a quaint and amusing jest,2600
105375,00332051,n,10,as a joke: trying to make somebody believe something that is not true,2600
105376,00332189,n,10,"an agreeable or amusing remark: ""they exchange pleasantries""",2600
105377,00332306,n,10,an activity that entertains,2600
105378,00332459,n,10,any lavishly staged or spectacular entertainment,2600
105379,00332566,n,10,"the public performance of a sacrament or solemn ceremony with all appropriate ritual: ""the celebration of marriage""",1565
105800,00393737,n,10,the office of a regent,
105380,00332755,n,10,the ancient Panhellenic celebration at Olympia in honor of Zeus; held every 4 years beginning in 472 BC,2600
105381,00332935,n,10,an eisteddfod with competitions in music and drama and poetry and the fine arts,"2600,2772"
105382,00333086,n,10,any of several annual Welsh festivals involving artistic competitions (especially in singing),"2600,2772"
105383,00333254,n,10,an organized series of acts and performances,"2600,2772"
105384,00333503,n,10,a festival that features performances by jazz artists,"2600,2772"
105385,00333616,n,10,a festival featuring African-American culture; celebrated between Christmas and New Years,"2600,2772"
105386,00333768,n,10,an orgiastic festival in ancient Rome in honor of Saturn,2600
105387,00333881,n,10,festival at the time of sheepshearing,2600
105388,00333978,n,10,a gay festivity,2600
105389,00334079,n,10,a celebration following a victory in a battle or sports competition,2600
105390,00334212,n,10,noisy and boisterous revelry,2600
105391,00334294,n,10,a traveling show; having sideshows and rides and games of skill etc.,2600
105392,00334453,n,10,a competitive exhibition of dogs,2600
105393,00334540,n,10,a competitive exhibition of horses,2600
105394,00334630,n,10,a street show,2600
105395,00334700,n,10,"performance given by a traveling company of acrobats clowns and trained animals: ""the children always love to go to the circus""",2600
105396,00334898,n,10,a circus with simultaneous performances in three rings,2600
105397,00335016,n,10,the pre-Lenten festival of Shrove Tuesday,"2600,2772"
105398,00335147,n,10,"a public entertainment or exhibition: ""a remarkable show of skill""",2600
105399,00335498,n,10,a series of acts at a night club,2600
105400,00335609,n,10,any entertainment performed by ice skaters,2600
105401,00335706,n,10,a brief show (music or dance etc) performed between the sections of another performance,2600
105402,00335874,n,10,"a visible display: ""she made a parade of her sorrows""",2600
105403,00335980,n,10,"something shown to the public: ""the museum had many exhibits of oriental art""","2600,2772"
105404,00336149,n,10,"the act of presenting something: ""he gave the customer a demonstration""",2600
105405,00336363,n,10,"a show of military force or preparedness: ""he confused the enemy with feints and demonstrations""","1781,2600"
105406,00336519,n,10,"the act of exhibiting: ""a remarkable exhibition of musicianship""",2600
105407,00336676,n,10,"(law) the act of exhibiting in a court of law; ""the appellate court demanded the production of all documents""",1802
105408,00336842,n,10,an exhibition of cowboy skills,2600
105409,00336981,n,10,a show on tour,2600
105410,00337051,n,10,a minor show that is part of a larger one (as at the circus),2600
105411,00337166,n,10,an entertainment that provokes pleased interest and distracts you from worries and vexations,2600
105412,00337330,n,10,taking a series of rhythmical steps (and movements) in time to music,2621
105413,00337690,n,10,the interpretation in harmonious bodily movements of the rhythm of musical compositions,2600
105414,00337848,n,10,a form of solo dancing that involves rapid acrobatic moves in which different parts of the body touch the ground; normally performed to the rhythm of rap music,2621
105415,00338081,n,10,an intricate traditional dance in India performed by professional dancing girls,2621
105416,00338236,n,10,a stately court dance of the 16th and 17th centuries,2621
105417,00338341,n,10,a stately court dance of the 17th and 18th centuries; in slow time,2621
105418,00338462,n,10,a form of dancing in which dancers slam into one another; normally performed to punk rock,2621
105419,00338623,n,10,dancing in which the steps are more important than gestures or postures,2621
105420,00338800,n,10,a dance step tapped out audibly with the feet,2621
105421,00338969,n,10,a dance performed on tiptoe,2621
105422,00339066,n,10,tap dancing wearing soft-soled shoes,2621
105423,00339198,n,10,a solo tap dance emphasizing sharp taps,2621
105424,00339297,n,10,artistic dancing,"2536,2621"
105425,00339532,n,10,a theatrical representation of a story performed to music by ballet dancers,2621
105426,00339825,n,10,a solo dance or dance figure,2621
105427,00339927,n,10,a dance for two people (usually a ballerina and a danseur noble),2621
105428,00340075,n,10,a style of ballet based on precise conventional steps performed with graceful and flowing movements,2621
105429,00340237,n,10,a style of ballet that admits a wider variety of movements,2621
105430,00340355,n,10,a ballet that stresses the drama with features of comedy,2621
105431,00340471,n,10,a style of theatrical dancing that is not as restricted as classical ballet; movements are expressive of feelings,2621
105432,00340661,n,10,a dance performed while wearing clogs; has heavy stamping steps,2621
105433,00340803,n,10,a violent fast dance in French vaudeville (an apache is a member of the French underworld),2621
105434,00340952,n,10,a Middle Eastern dance in which the dancer makes sensuous movements of the hips and abdomen,2621
105435,00341135,n,10,a Spanish dance in triple time accompanied by guitar and castanets,2621
105436,00341254,n,10,a strutting dance based on a march; was performed in minstrel shows; originated as a competition among Black dancers to win a cake,2621
105437,00341439,n,10,a high-kicking dance of French origin performed by a female chorus line,2621
105438,00341563,n,10,erotic dancing with little or no clothing,2621
105439,00341717,n,10,a solo dance in which large fans are manipulated to suggest or reveal nakedness,2621
105440,00341852,n,10,"a form of entertainment in which a dancer undresses to music: ""she did a strip right in front of everyone""",2621
105441,00342023,n,10,a solo dance similar to a fan dance except large balloons are used instead of fans,2621
105442,00342164,n,10,a form of modern dance in which the dancer's movements depict an emotion or tell a story,2621
105443,00342388,n,10,dancing as part of a social occasion,2621
105444,00342665,n,10,a jerky American dance that was popular in the 1940s,2621
105445,00342773,n,10,an energetic American dance that was popular in the 1930s (probably named for the aviator Charles Lindbergh),2621
105446,00342945,n,10,a provocative Spanish courtship dance in triple time; performed by a man and a woman playing castanets,2621
105447,00343102,n,10,a lively dance from Provence; all the dancers join hands and execute various figures,2621
105448,00343242,n,10,a style of dancing characteristic of the Andalusian gypsies; vigorous and rhythmic with clapping and stamping of feet,2621
105449,00343430,n,10,an old formal French dance in quadruple time,2621
105450,00343528,n,10,a lively dance step consisting of hopping on each foot in turn,2621
105451,00343652,n,10,a dance involving a rhythmical stamping step,2621
105452,00343748,n,10,a lively whirling Italian dance for two persons,2621
105453,00343865,n,10,"a sequence of foot movements that make up a particular dance: ""he taught them the waltz step""",2621
105454,00344095,n,10,(ballet) quick gliding steps with one foot always leading,2621
105455,00344233,n,10,a gliding or sliding step in ballet,2621
105456,00344342,n,10,any of a variety of social dances performed by couples in a ballroom,2621
105457,00344796,n,10,a modern ballroom dance from Latin America; small steps and swaying movements of the hips,2621
105458,00344953,n,10,an early ballroom dance; precursor to the fox-trot,2621
105459,00345076,n,10,an early ragtime one-step,2621
105460,00345159,n,10,a ballroom dance in quadruple time; combines short and long and fast and slow steps fixed sequences,2621
105461,00345313,n,10,a ballroom dance in duple meter; marked by sliding steps,2621
105462,00345424,n,10,a Spanish dance in triple time; accompanied by guitar and castanets,2621
105463,00345544,n,10,a syncopated ballroom dance formerly popular in the US,2621
105464,00345654,n,10,an American ballroom dance in syncopated rhythm; popular early in the 20th century,2621
105465,00345793,n,10,a Latin American dance of 3 steps and a kick by people in single file,2621
105466,00345914,n,10,a lively dance originating in France in the 18th century,2621
105467,00346037,n,10,a stately court dance in the 17th century,2621
105468,00346131,n,10,a ballroom dance in fast duple time,2621
105469,00346223,n,10,a ballroom dance with both quick and slow steps,2621
105470,00346326,n,10,a ballroom dance based on the Cuban folk dance,2621
105471,00346424,n,10,a lively ballroom dance from Brazil,2621
105472,00346511,n,10,a ballroom dance characterized by revolving movement,2621
105473,00346637,n,10,a ballroom dance of Latin-American origin,2621
105474,00346730,n,10,a ballroom dance in triple time with a strong accent on the first beat,2621
105475,00346860,n,10,a style of dancing that originated among ordinary people (not in the royal courts),2621
105476,00347194,n,10,a Polish national dance in triple time,2621
105477,00347286,n,10,a Bohemian dance with 3 steps and a hop in fast time,2621
105478,00347390,n,10,a German round dance resembling a slow polka,2621
105479,00347492,n,10,any of various English folk dances performed by men in costume,2621
105480,00347630,n,10,any of various dances by men who step nimbly over swords or flourish them in the air,2621
105481,00347788,n,10,a rhythmic syncopated Cuban folk dance in duple time,2621
105482,00347892,n,10,a vigorous Scottish reel,2621
105483,00347977,n,10,a British solo dance performed by sailors,2621
105484,00348073,n,10,any of various old rustic dances involving kicking and leaping,2621
105485,00348185,n,10,a type of folk dance in which couples are arranged in sets or face one another in a line,2621
105486,00348506,n,10,country dancing performed with couples in two long lines facing each other,2621
105487,00348670,n,10,an American country dance which starts with the couples facing each other in two lines,2621
105488,00348823,n,10,a folk dance; dancers form a circle,2621
105489,00348934,n,10,American country dancing in which couples form squares,2621
105490,00349176,n,10,a lively dance of Scottish highlanders; marked by circular moves and gliding steps,2621
105491,00349361,n,10,a Scottish reel for eight dancers,2621
105492,00349450,n,10,a square dance of 5 or more figures for 4 or more couples,2621
105493,00349581,n,10,a quadrille for 8 or 16 couples,2621
105494,00349666,n,10,a square-dance figure; two dancers approach each other and circle back to back before returning to their original places,2621
105495,00349860,n,10,a square dance figure; couples march counterclockwise in a circle,2621
105496,00350000,n,10,a square dance figure; partners circle each other taking sideways steps,2621
105497,00350143,n,10,a square dance figure; a pair of dancers join hands and dance around a point between them,2621
105498,00350303,n,10,a moderately slow Austrian country dance in triple time; involves spinning and clapping,2621
105499,00350444,n,10,a dance that is part of a religious ritual,2621
105500,00350744,n,10,a ritual dance of the Apache Indians,2621
105501,00350845,n,10,a rain dance of Amerindians,2621
105502,00350929,n,10,a medieval dance in which a skeleton representing death leads a procession of others to the grave,2621
105503,00351103,n,10,a religious dance of native Americans looking for communication with the dead,2621
105504,00351238,n,10,a Polynesian rain dance performed by a woman,2621
105505,00351364,n,10,an ancient Greek dance imitating the motions of warfare,2621
105506,00351473,n,10,a ritual dance intended to bring rain,2621
105507,00351603,n,10,a ceremonial dance (as by the American Hopi Indians) in which snakes are handled or invoked,"1960,2621"
105508,00351752,n,10,a ceremonial dance performed by Amerindians at the summer solstice,"1960,2621"
105509,00351874,n,10,a ceremonial dance performed before a battle or after a victory,2621
105510,00351993,n,10,"a musical diversion: ""his music was his central interest""","2536,2600"
105511,00352265,n,10,music composed for ballroom dancing,"2536,2600"
105512,00352447,n,10,music with a syncopated melody (usually for the piano),"2536,2600"
105513,00352561,n,10,a style of dance music popular in the 1920s; similar to New Orleans jazz but played by large bands,"2536,2600"
105514,00352710,n,10,music that originated in New Orleans around 1900 and developed through increasingly complex styles,"2536,2600"
105515,00352985,n,10,an early form of modern jazz (originating around 1940),"2536,2600"
105516,00353097,n,10,an instrumental version of the blues (especially for piano),"2536,2600"
105517,00353243,n,10,any of various styles of jazz that appeared after 1940,"2536,2600"
105518,00353377,n,10,a type of dance music originating in the 1950s; a blend of rhythm-and-blues with country-and-western,2536
105519,00353591,n,10,rock music with deliberately offensive lyrics expressing anger and social alienation,2536
105520,00353738,n,10,(Brit) traditional jazz as revived in the 1950s,2536
105521,00353836,n,10,a style of jazz played by big bands popular in the 1930s; flowing rhythms but less complex than later styles of jazz,"2536,2600"
105522,00354025,n,10,a kind of danceable music popular among black South Africans; includes a whistle among its instruments,"2536,2600"
105523,00354179,n,10,music that is vocalized (as contrasted with instrumental music),"2536,2600"
105524,00354354,n,10,a form of vocal music in which rhyming lyrics are chanted to a musical accompaniment,"2536,2600"
105525,00354500,n,10,the act of singing vocal music,"2536,2600"
105526,00354831,n,10,(British) informal group singing of popular songs,2536
105527,00354935,n,10,a style of operatic singing,"2536,2600"
105528,00355018,n,10,singing with florid ornamentation,"2536,2600"
105529,00355108,n,10,"the act of singing: ""with a shout and a song they marched up to the gates""",2536
105530,00355296,n,10,a joyful song (usually celebrating the birth of Christ),2536
105531,00355403,n,10,a quiet song that lulls a child to sleep,2536
105532,00355510,n,10,an elaborate song for solo voice,2536
105533,00355593,n,10,singing joyful religious songs (especially at Christmas),"2536,2600"
105534,00355704,n,10,the act of singing popular songs in a sentimental manner,"2536,2600"
105535,00355815,n,10,"singing in a soft low tone: ""her crooning soon put the child to sleep""","2536,2600"
105536,00355940,n,10,singing jazz; the singer substitutes nonsense syllables for the words of the song and tries to sound like a musical instrument,"2536,2600"
105537,00356150,n,10,"music written for marching: ""Sousa wrote the best marches""","2536,2600"
105538,00356331,n,10,brisk marching music suitable for troops marching in a military parade,"1781,2536,2600"
105539,00356514,n,10,a march accompanying quick time,"1781,2536,2600"
105540,00356601,n,10,martial music with variations; for the Scottish Highlands bagpipe,"1781,2536,2600"
105541,00356720,n,10,a slow march to be played for funeral processions,"2536,2600"
105542,00356842,n,10,a march to be played for processions,"2536,2600"
105543,00356963,n,10,playing a set of bells that are (usually) hung in a tower,"2536,2600"
105544,00357127,n,10,ringing tuned bells in a fixed order that is continually changing,"2536,2600"
105545,00357253,n,10,"the act of playing drums: ""he practiced his drumming several hours every day""","2536,2600"
105546,00357398,n,10,"the act of whistling a tune: ""his cheerful whistling indicated that he enjoyed his work""","2536,2600"
105547,00357542,n,10,"a stroke or blow: ""the signal was two beats on the steam pipe""",
105548,00357655,n,10,a stroke with a curved piece of wood with taut horsehair strands that is used in playing stringed instruments,
105549,00357850,n,10,a downward stroke from the heel to the tip of the bow,
105550,00357958,n,10,an upward stroke from the tip to the heel of the bow,
105551,00358063,n,10,the performance of a part or role in a drama,2610
105552,00358359,n,10,acting the part of a character on stage,2610
105553,00358502,n,10,"an impressionistic portrayal of a person: ""he did a funny impression of a politician""",2610
105554,00358644,n,10,imitating the mannerisms of another person,2610
105555,00358778,n,10,the act of mimicking; imitative behavior,2610
105556,00358898,n,10,humorous or satirical mimicry,2610
105557,00359000,n,10,a performance using gestures and body movements without words,2610
105558,00359154,n,10,(British) an abbreviation of pantomime,2610
105559,00359244,n,10,"incidental activity performed by an actor for dramatic effect: ""his business with the cane was hilarious""",2610
105560,00359430,n,10,"the act of presenting a play or a piece of music or other entertainment: ""we congratulated him on his performance at the recital""",2425
105561,00359780,n,10,"a performance (or series of performances) at a public presentation; ""the program lasted more than two hours""",2425
105562,00359972,n,10,the entertainment offered at a public presentation,
105563,00360073,n,10,a short theatrical episode,2610
105564,00360150,n,10,poor acting by a ham actor,2610
105565,00360243,n,10,ostentatious hammy conduct,2610
105566,00360323,n,10,acting a particular role (as in psychotherapy),2610
105567,00360427,n,10,a trick performed with playing cards,2425
105568,00360520,n,10,manual dexterity in the execution of tricks,2425
105569,00360644,n,10,general activity and motion,
105570,00360740,n,10,a confused disturbance far greater than its cause merits,
105571,00360851,n,10,"a frenetic disorganized (and often comic) disturbance suggestive of a circus or carnival; ""it was so funny it was a circus""; ""the whole occasion had a carnival atmosphere""",
105572,00361086,n,10,the act of causing disorder,
105573,00361221,n,10,the act of disrupting an established order,
105574,00361333,n,10,the act of surprising someone,
105575,00361442,n,10,the act of making a noisy disturbance,
105576,00361596,n,10,a sudden outburst (as of protest),
105577,00361708,n,10,violent and needless disturbance,
105578,00361801,n,10,a noisy riotous fight,
105579,00361901,n,10,disturbance usually in protest,
105580,00362034,n,10,a sudden violent disturbance,
105581,00362142,n,10,violently angry and destructive behavior,
105582,00362255,n,10,"the act of disturbing the mind or body: ""his carelessness could have caused an ecological upset""; ""she was unprepared for this sudden overthrow of their normal way of living""",
105583,00362507,n,10,a rapid bustling commotion,
105584,00362624,n,10,"a sudden flurry of activity (often for no obvious reason); ""a burst of applause""; ""a fit of housecleaning""",
105585,00362788,n,10,"the act of moving hurriedly and in a careless manner: ""in his haste to leave he forgot his book""",
105586,00362997,n,10,"the act of moving with great haste: ""he made a dash for the door""",
105587,00363120,n,10,rushing about hastily in an undignified way,
105588,00363237,n,10,"a deliberate coordinated movement requiring dexterity and skill: ""he made a great play""",
105589,00363615,n,10,"a predetermined set of movements in dancing or skating: ""she made the best score on compulsory figures""",
105590,00363807,n,10,a skating figure that carves an 8 in the ice,
105591,00363910,n,10,a skating figure executed with the skates heel to heel in a straight line,
105592,00364042,n,10,a successful forward pass in football,
105593,00364173,n,10,"a preset plan of action in team sports: ""the coach drew up the plays for her team""",2638
105594,00364396,n,10,a skillful maneuver in catching balls or in stealing the ball from the opposing team,
105595,00364539,n,10,in sports (baseball or basketball or ice hockey) the act of enabling another player to make a good play,
105596,00364695,n,10,(ice hockey) the act of shooting the puck from within your own defensive area the length of the rink beyond the opponent's goal,2646
105597,00364910,n,10,a play by the offensive team in a football game,"2633,2871"
105598,00365145,n,10,"a football play in which a player runs with the ball: ""the defensive line braced to stop the run""; ""the coach put great emphasis on running""",2871
105599,00365447,n,10,the quarterback moves back as if to pass and then hands the ball to the fullback who is running toward the line of scrimmage,2871
105600,00365634,n,10,the act of running back the football after a kickoff or punt or interception or fumble,"2633,2871"
105601,00365792,n,10,"(football) an attempt to advance the ball by running into the line; ""the linebackers were ready to stop a rush""",2871
105602,00365964,n,10,(football) an attempt to advance the ball by running around the end of the line,2871
105603,00366105,n,10,"a football play that involves one player throwing the ball to a teammate: ""the coach sent in a passing play on third and long""",2871
105604,00366358,n,10,a football play in which one player hands the ball to a teammate,2871
105605,00366476,n,10,a pass to a receiver downfield from the passer,2871
105606,00366608,n,10,a forward pass in which the receiver is protected by a screen of blockers,2871
105607,00366739,n,10,a pass to a receiver upfield from the passer,2871
105608,00366852,n,10,(football) grasping an opposing player with the intention of stopping by throwing to the ground,2638
105609,00367000,n,10,the performance of a juggler,
105610,00367083,n,10,getting in someone's way,
105611,00367201,n,10,"the act of blocking someone's path with your body (as in football); ""he threw a rolling block into the line backer""",
105612,00367431,n,10,(football) an illegal block,2638
105613,00367515,n,10,obstructing an opponent in ice hockey,2646
105614,00367659,n,10,an illegal check (chopping at an opponent's arms or stick),2646
105615,00367774,n,10,knocking the puck away by jabbing at it with the hockey stick,2646
105616,00367892,n,10,any exciting and complex play intended to confuse (dazzle) the opponent,2638
105617,00368056,n,10,a play executed by a basketball team,"2633,2871"
105618,00368227,n,10,"a basketball maneuver; obstructing an opponent with one's body; ""he was called for setting an illegal pick""",2871
105619,00368385,n,10,a basketball maneuver; two defensive players shift assignments so that each guards the player usually guarded by the other,2871
105620,00368560,n,10,"a basketball maneuver; one offensive player passes the ball to another, then runs toward the basket to take a return pass",2871
105621,00368739,n,10,a play executed by a baseball team,"2633,2871"
105622,00368906,n,10,the act of getting two players out on one play,2871
105623,00369010,n,10,the act of getting three players out on one play,2871
105624,00369116,n,10,a baseball play in which a runner on third base tries to score as the batter bunts the pitch,2871
105625,00369303,n,10,the runner on third base starts home as the pitcher delivers the ball,2871
105626,00369457,n,10,the runner on third base waits to start home until the batter has bunted successfully,2871
105627,00369625,n,10,the manner of using the feet,
105628,00369708,n,10,"(sports) the act of swinging or striking at a ball with a club or racket or bat or cue or hand; ""a good shot require good balance and tempo""; ""he left me an almost impossible shot""",2638
105629,00370110,n,10,"a stroke (in tennis or badminton or squash) that puts reverse spin on the ball; ""cuts do not bother a good tennis player""",2638
105630,00370281,n,10,a sweeping stroke or blow,2638
105631,00370358,n,10,the act of hitting a tennis ball with a tennis racket,"2632,2871"
105632,00370521,n,10,"a tennis stroke that returns the ball to the other player: ""he won the point on a cross-court return""","2632,2871"
105633,00370892,n,10,a return made with the palm of the hand facing the direction of the stroke (as in tennis or badminton or squash),"2632,2871"
105634,00371093,n,10,hard straight return made on the forehand side (as in tennis or badminton or squash),"2632,2871"
105635,00371238,n,10,a return made with the back of the hand facing the direction of the stroke,"2632,2871"
105636,00371419,n,10,a hard straight return made on the backhand side,"2632,2871"
105637,00371528,n,10,a backhand shot made holding the racquet in both hands,"2632,2871"
105638,00371648,n,10,a tennis return made with a downward motion that puts backspin on the ball,"2632,2871"
105639,00371785,n,10,a hard straight return (as in tennis or squash),"2632,2871"
105640,00371920,n,10,"a stroke (in tennis or badminton or squash) that puts the ball in play; ""his powerful serves won the game""","2632,2871"
105641,00372142,n,10,a serve that the receiver is unable to reach,"2632,2871"
105642,00372236,n,10,"a serve that lands outside the prescribed area: ""he served too many double faults""","2632,2871"
105643,00372370,n,10,a serve that strikes the net before falling into the receiver's court; the ball must be served again,"2632,2871"
105644,00372531,n,10,a tennis return made by hitting the ball before it bounces,"2632,2871"
105645,00372660,n,10,a tennis return made by hitting the ball after it has bounced once,"2632,2871"
105646,00372804,n,10,a tennis return made by hitting the ball immediately after it bounces,"2632,2871"
105647,00372931,n,10,an easy return of a tennis ball in a high arc,"2632,2871"
105648,00373026,n,10,a hard return hitting the tennis ball above your head,"2632,2871"
105649,00373142,n,10,a soft return so that the tennis ball drops abruptly after crossing the net,"2632,2871"
105650,00373273,n,10,a tennis return that passes an opponent who has approached the net,"2632,2871"
105651,00373398,n,10,any one of the repeated movements of the limbs and body used for locomotion in swimming or rowing,2649
105652,00373566,n,10,a method of moving the arms and legs to push against the water and propel the swimmer forward,2649
105653,00373866,n,10,a swimming stroke; arms are moved alternately overhead accompanied by a flutter kick,2649
105654,00374054,n,10,an elementary swimming stroke imitating a swimming dog,2649
105655,00374165,n,10,a swimming stroke in which the arms move forward and backward while the legs do a scissors kick,2649
105656,00374336,n,10,a swimming stroke in which the arms are thrown forward together out of the water while the feet kick up and down,2649
105657,00374542,n,10,a swimming stroke; the arms are extended together in front of the head and swept back on either side accompanied by a frog kick,2649
105658,00374747,n,10,a swimming stroke that resembles the crawl except the swimmer lies on his or her back,2649
105659,00374908,n,10,"in baseball; a batter's attempt to hit a pitched ball; ""he took a vicious cut at the ball""",2638
105660,00375073,n,10,the act of swinging a golf club at a golf ball and (usually) hitting it,2871
105661,00375330,n,10,a swing downward of a golf club,2871
105662,00375417,n,10,a golf shot that curves to the right for a right-handed golfer,2871
105663,00375538,n,10,a golf shot that curves to the left for a right-handed golfer,2871
105664,00375657,n,10,"hitting a golf ball off of a tee with a driver: ""he sliced his drive out of bounds""",2871
105665,00375802,n,10,hitting a golf ball on the putting surface with a putter,2871
105666,00375919,n,10,a form of golf in which you putt from positions arranged on the circumference of a circle around the hole,"2633,2871"
105801,00393813,n,10,the position of ruler,
105667,00376081,n,10,"a relatively short golf shot intended to put the ball onto the putting green: ""he lost the hole when his approach rolled over the green""",2871
105668,00376324,n,10,a low running approach shot,2871
105669,00376414,n,10,a high approach shot in golf,2871
105670,00376507,n,10,a movement of the legs in swimming,2649
105671,00376710,n,10,a swimming kick; the legs are moved rapidly up and down without bending the knees,2649
105672,00376888,n,10,a swimming kick; knees are drawn upward and outward so the legs can be brought together when fully extended,2649
105673,00377070,n,10,a swimming kick; an up and down kick of the feet together,2649
105674,00377205,n,10,a kick used in the sidestroke; legs are brought together in a scissoring motion,2649
105675,00377363,n,10,a swimming kick used while treading water,2649
105676,00377476,n,10,a stroke that keeps the head above water by thrashing the legs and arms,2649
105677,00377627,n,10,"any activity that is easy to do: ""marketing this product will be no picnic""",2600
105678,00377835,n,10,"activity directed toward making or doing something: ""she checked several points needing further work""",
105679,00378419,n,10,"a damaging piece of work: ""dry rot did the job of destroying the barn""; ""the barber did a real job on my hair""",
105680,00378579,n,10,"an act or process or manner of functioning or operating: ""the power of its engine determines its operation"": ""the plane's performance in high winds""",
