7,अयुताध्यापक,n,n-----m--a,,,,/ə.ju.t̪ɑːd̪ʰ.jɑː.pə.kə/,अयुताध्यापक,0
227869,,बौधायनतति,n,n-----f--i,,,,/ˈbəौ.d̪ʰɑː.jə.nə.t̪ə.t̪i/,बौधायन-तति,0
227870,,बौधायनविधि,n,n-----m--i,,,,/ˈbəौ.d̪ʰɑː.jə.nə.ʋi.d̪ʰi/,बौधायन-विधि,0
227871,,बौधायनशिक्षा,n,n-----f--ā,,,,/ˈbəौ.d̪ʰɑː.jə.nə.ˈɕik.ʂɑː/,बौधायन-शिक्षा,0
227872,,बौधायनश्रौतप्रयोगसार,n,n-----m--a,,,,/bəौd̪ʰɑːjənəɕɹəौt̪əpɹəjoːgəsɑːɹə/,बौधायन-श्रौत-प्रयोग-सार,0
227873,,बौधायनीपरिशिष्ट,n,n-----n--a,,,,/ˈbəौ.d̪ʰɑː.jə.niː.pə.ɹi.ˈɕiʂ.ʈə/,बौधायनी-परिशिष्ट,0
227874,149058,बौधायनीय,n,n-----m--a,,,,/ˈbəौ.d̪ʰɑː.jə.niː.jə/,बौधायनीय,0
227875,149057,बौधायनीय,a,ap----a--a,,,,/ˈbəौ.d̪ʰɑː.jə.niː.jə/,बौधायनीय,0
227876,148512,बौधायनीयप्रयोगसार,n,n-----m--a,,,,/ˈbəौ.d̪ʰɑː.jə.niː.ˈjəp.ɹə.joː.gə.sɑː.ɹə/,बौधायनीय-प्रयोग-सार,0
227877,148514,बौधीपुत्र,n,n-----m--a,,,,/ˈbəौ.d̪ʰiː.ˈput̪.ɹə/,बौ॔धी-पु॔त्र,0
227878,153919,बव,n,n-----n--a,,,,/bə.ʋə/,बव,0
227879,153483,बडपिला,n,n-----f--ā,,,,/bə.ɖə.pi.lɑː/,बडपिला,0
227880,,बडिश,n,n-----n--a,,,n-----f--ā=बडिशआ n-----f--ī=बडिशई,/bə.ɖi.ɕə/,बडिश,0
227881,,बडिशयुत,a,ap----a--a,,,,/bə.ɖi.ɕə.ju.t̪ə/,बडिश-युत,0
227882,153484,बडा,r,rp--------,,,,/bə.ɖɑː/,बडा॔,0
227883,153485,बडाह,n,n-----m--a,,,,/bə.ɖɑː.ɦə/,बडाह,0
227884,,बंह्,v,v----d--1-,,,,/bə̃ɦ/,बंह्,0
227885,153426,बंहिमन्,n,n-----m--n,,,,/ˈbə̃.ɦi.mən/,बंहिमन्,0
227886,153427,बंहिष्ठ,a,ap----a--a,,,,/ˈbə̃.ˈɦiʂ.ʈʰə/,बंहिष्ठ,0
227887,153428,बंहीयस्,a,ap----a-sa,,,,/ˈbə̃.ɦiː.jəs/,ब॔ंहीयस्,0
227888,,बण्,v,v----a--1-,,,,/bəɳ/,बण्,0
227966,48734,भद्र,n,n-----m--a,,,,/ˈbʱəd̪.ɹə/,भद्र॔,0
227889,154197,बण्ड,a,ap----a--a,,ap----f--ā=>ा,,/ˈbəɳ.ɖə/,बण्ड॔,0
227890,154198,बण्डा,n,n-----f--ā,,,,/ˈbəɳ.ɖɑː/,बण्डा॔,0
227891,153920,बष्कय,a,ap----a--a,,,,/ˈbəʂ.kə.jə/,बष्क॔य,0
227892,153921,बष्कयणी,n,n-----f--ī,,,,/ˈbəʂ.kə.jə.ɳiː/,बष्कयणी,0
227893,153922,बष्कयिणी,n,n-----f--ī,,,,/ˈbəʂ.kə.ji.ɳiː/,बष्कयिणी,0
227894,153923,बष्किह,a,ap----a--a,,,,/ˈbəʂ.ki.ɦə/,ब॔ष्किह,0
227895,153924,बष्ट,n,n-----m--a,,,,/ˈbəʂ.ʈə/,बष्ट,0
227896,153470,बट्,r,rp--------,,,,/bəʈ/,ब॔ट्,0
227897,153471,बटरक,n,n-----n--a,,,,/bə.ʈə.ɹə.kə/,बटरक,0
227898,,बठ्,v,v----a--1-,,,,/bəʈʰ/,बठ्,0
227899,153472,बटु,n,n-----m--u,,,,/bə.ʈu/,बटु,0
227900,153473,बटुचरितनाटक,n,n-----n--a,,,,/bə.ʈu.t͡ɕə.ɹi.t̪ə.nɑː.ʈə.kə/,बटु-चरित-नाटक,0
227901,153474,बटुदास,n,n-----m--a,,,,/bə.ʈu.d̪ɑː.sə/,बटु-दास,0
227902,153477,बटुक,n,n-----m--a,,,,/bə.ʈu.kə/,बटुक,0
227903,154193,बटुकभैरव,n,n-----m--a,,,,/bə.ʈu.kə.bʱɑːi.ɹə.ʋə/,बटुक-भैरव,0
227904,,बटुकभैरवदीपदान,n,n-----n--a,,,,/bə.ʈu.kə.bʱɑːi.ɹə.ʋə.d̪iː.pə.d̪ɑː.nə/,बटुक-भैरव-दीप-दान,0
227905,,बटुकभैरवकवच,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=बटुकभैरवकवच",/bə.ʈu.kə.bʱɑːi.ɹə.ʋə.kə.ʋə.t͡ɕə/,बटुक-भैरव-कवच,0
227906,,बटुकभैरवपञ्चाङ्ग,n,n-----n--a,,,,/bə.ʈu.kə.bʱɑːi.ɹə.ʋə.pəɲ.t͡ɕɑːŋ.gə/,बटुक-भैरव-पञ्चाङ्ग,0
227907,,बटुकभैरवपूजा,n,n-----f--ā,,,,/bə.ʈu.kə.bʱɑːi.ɹə.ʋə.puː.d͡ʑɑː/,बटुक-भैरव-पूजा,0
227908,,बटुकभैरवपूजापद्धति,n,n-----f--i,,,,/bə.ʈu.kə.bʱɑːi.ɹə.ʋə.puː.d͡ʑɑː.ˈpəd̪.d̪ʰə.t̪i/,बटुक-भैरव-पूजा-पद्धति,0
227909,,बटुकभैरवसहस्रनामन्,n,n-----n--n,,,,/bə.ʈu.kə.bʱɑːi.ɹə.ʋə.sə.ˈɦəs.ɹə.nɑː.mən/,बटुक-भैरव-सहस्र-नामन्,0
227910,,बटुकभैरवसहस्रनामस्तोत्र,n,n-----n--a,,,,/bə.ʈu.kə.bʱɑːi.ɹə.ʋə.sə.ˈɦəs.ɹə.nɑː.ˈməs.t̪oːt̪.ɹə/,बटुक-भैरव-सहस्र-नाम-स्तोत्र,0
227911,,बटुकभैरवस्तवराज,n,n-----m--a,,,,/bə.ʈu.kə.bʱɑːi.ɹə.ˈʋəs.t̪ə.ʋə.ɹɑː.d͡ʑə/,बटुक-भैरव-स्तव-राज,0
227912,,बटुकभैरवस्तोत्र,n,n-----n--a,,,,/bə.ʈu.kə.bʱɑːi.ɹə.ˈʋəs.t̪oːt̪.ɹə/,बटुक-भैरव-स्तोत्र,0
227913,,बटुकभैरवतन्त्र,n,n-----n--a,,,,/bə.ʈu.kə.bʱɑːi.ɹə.ʋə.t̪ən.t̪ɹə/,बटुक-भैरव-तन्त्र,0
227914,,बटुकभैरवापदुद्धरणपटल,n,n-----n--a,,,,/bə.ʈu.kə.bʱɑːi.ɹə.ʋɑː.pə.ˈd̪ud̪.d̪ʰə.ɹə.ɳə.pə.ʈə.lə/,बटुक-भैरवापद्-उद्धरण-पटल,0
227915,154191,बटुककवच,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=बटुककवच",/bə.ʈu.kə.kə.ʋə.t͡ɕə/,बटुक-कवच,0
227916,153478,बटुकनाथ,n,n-----m--a,,,,/bə.ʈu.kə.nɑː.t̪ʰə/,बटुक-नाथ,0
227917,,बटुकपञ्चाङ्ग,n,n-----n--a,,,,/bə.ʈu.kə.pəɲ.t͡ɕɑːŋ.gə/,बटुक-पञ्चाङ्ग,0
227918,,बटुकपञ्चाङ्गप्रयोगपद्धति,n,n-----f--i,,,,/bə.ʈu.kə.pəɲ.t͡ɕɑːŋ.ˈgəp.ɹə.joː.gə.ˈpəd̪.d̪ʰə.t̪i/,बटुक-पञ्चाङ्ग-प्रयोग-पद्धति,0
227919,154192,बटुकपञ्जर,n,n-----n--a,,,,/bə.ʈu.kə.pəɲ.d͡ʑə.ɹə/,बटुक-पञ्जर,0
227964,48731,भद्र,a,ap----a--a,,ap----f--ā=>ा,,/ˈbʱəd̪.ɹə/,भद्र॔,0
227920,,बटुकपूजापद्धति,n,n-----f--i,,,,/bə.ʈu.kə.puː.d͡ʑɑː.ˈpəd̪.d̪ʰə.t̪i/,बटुक-पूजा-पद्धति,0
227921,154195,बटुकार्चन,n,n-----n--a,,,,/bə.ʈu.kɑːɹ.t͡ɕə.nə/,बटुकार्चन,0
227922,,बटुकार्चनचन्द्रिका,n,n-----f--ā,,,,/bə.ʈu.kɑːɹ.t͡ɕə.nə.t͡ɕən.d̪ɹi.kɑː/,बटुकार्चन-चन्द्रिका,0
227923,,बटुकार्चनदीपिका,n,n-----f--ā,,,,/bə.ʈu.kɑːɹ.t͡ɕə.nə.d̪iː.pi.kɑː/,बटुकार्चन-दीपिका,0
227924,,बटुकार्चनविधि,n,n-----m--i,,,,/bə.ʈu.kɑːɹ.t͡ɕə.nə.ʋi.d̪ʰi/,बटुकार्चन-विधि,0
227925,153479,बटुकाष्टशतनामन्,n,n-----n--n,,,,/bə.ʈu.kɑːʂ.ʈə.ɕə.t̪ə.nɑː.mən/,बटुकाष्टशत-नामन्,0
227926,153475,बटुमात्र,n,n-----m--a,,,,/bə.ʈu.mɑːt̪.ɹə/,बटु-मात्र,0
227927,,बटुरूपिन्,a,ap----a--n,,,,/bə.ʈu.ɹuː.pin/,बटु-रूपिन्,0
227928,153480,बटूकरण,n,n-----n--a,,,,/bə.ʈuː.kə.ɹə.ɳə/,बटू-करण,0
227929,,बट्ट,n,n-----m--a,,,,/ˈbəʈ.ʈə/,बट्ट,0
227930,153481,बट्टलोहक,n,n-----n--a,,,,/ˈbəʈ.ʈə.loː.ɦə.kə/,बट्ट-लोहक,0
227931,153482,बट्टीशीव्रत,n,n-----n--a,,,,/ˈbəʈ.ʈiː.ɕiːʋ.ɹə.t̪ə/,बट्टीशी-व्रत,0
227932,,बेभिदितव्य,a,ap----a--a,,,,/beː.bʱi.d̪i.ˈt̪əʋ.jə/,बेभिदितव्य,0
227933,148754,बेदरकर,n,n-----m--a,,,,/beː.d̪ə.ɹə.kə.ɹə/,बेदरकर,0
227934,,बेह्,v,v----d--1- v----a--1-,,,,/beːɦ/,बेह्,0
227935,221096,बेकनाट,n,n-----m--a,,,,/beː.kə.nɑː.ʈə/,बेकनाट,0
227936,148752,बेकुरि,n,n-----f--i,,,,/beː.ku.ɹi/,बेकु॔रि,0
227937,148751,बेकुरा,n,n-----f--ā,,,,/beː.ku.ɹɑː/,बेकुरा,0
227938,148756,बेम्ब,n,n-----m--a,,,,/beːm.bə/,बेम्ब,0
227939,148757,बेम्बारव,n,n-----m--a,,,,/beːm.bɑː.ɹə.ʋə/,बेम्बा-रव,0
227940,,बेश्,v,v----a--1-,,,,/beːɕ/,बेश्,0
227941,149158,बेडा,n,n-----f--ā,,,,/beː.ɖɑː/,बेडा,0
227942,148753,बेटी,n,n-----f--ī,,,,/beː.ʈiː/,बेटी,0
227943,215886,भ,n,n-----m--a,,,,/bʱə/,भ,0
227945,168352,भ,n,n-----n--a,,,,/bʱə/,भ,0
227946,48337,भभ्रम,n,n-----m--a,,,,/ˈbʱəbʱ.ɹə.mə/,भ-भ्रम,0
227947,48331,भचक्र,n,n-----n--a,,,,/bʱə.ˈt͡ɕək.ɹə/,भ-चक्र,0
227948,,भचक्रनाभि,n,n-----f--i,,,,/bʱə.ˈt͡ɕək.ɹə.nɑː.bʱi/,भ-चक्र-नाभि,0
227949,48721,भदन्त,n,n-----m--a,,,,/bʱə.d̪ən.t̪ə/,भदन्त,0
227950,48725,भदन्तधर्मत्रात,n,n-----m--a,,,,/bʱə.d̪ən.t̪ə.ˈd̪ʰəɹ.ˈmət̪.ɹɑː.t̪ə/,भदन्त-धर्म-त्रात,0
227951,48723,भदन्तघोषक,n,n-----m--a,,,,/bʱə.d̪ən.t̪ə.gʰoː.ʂə.kə/,भदन्त-घोषक,0
227952,48722,भदन्तगोपदत्त,n,n-----m--a,,,,/bʱə.d̪ən.t̪ə.goː.pə.ˈd̪ət̪.t̪ə/,भदन्त-गोपदत्त,0
227953,48724,भदन्तज्ञानवर्मन्,n,n-----m--n,,,,/bʱə.d̪ən.ˈt̪əd͡ʑ.ɲɑː.nə.ˈʋəɹ.mən/,भदन्त-ज्ञान-वर्मन्,0
227954,48726,भदन्तराम,n,n-----m--a,,,,/bʱə.d̪ən.t̪ə.ɹɑː.mə/,भदन्त-राम,0
227955,48727,भदन्तवर्मन्,n,n-----m--n,,,,/bʱə.d̪ən.t̪ə.ˈʋəɹ.mən/,भदन्त-वर्मन्,0
227956,48728,भदन्तश्रीलाभ,n,n-----m--a,,,,/bʱəd̪ənt̪əɕɹiːlɑːbʱə/,भदन्त-श्री-लाभ,0
227957,48332,भदत्त,n,n-----m--a,,,,/bʱə.ˈd̪ət̪.t̪ə/,भ-दत्त,0
227958,48719,भद्दालिन्,n,n-----m--n,,,,/ˈbʱəd̪.d̪ɑː.lin/,भद्दालिन्,0
227959,48733,भद्र,n,n-----n--a,,,,/ˈbʱəd̪.ɹə/,भद्र॔,0
227985,,भद्रबलन,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.bə.lə.nə/,भद्र॔-बलन,0
227986,48787,भद्रबला,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.bə.lɑː/,भद्र॔-बला,0
227987,48857,भद्रभद्र,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.ˈbʱəd̪.ɹə/,भद्र॔भद्र,0
227988,48789,भद्रभट,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.bʱə.ʈə/,भद्र॔-भट,0
227989,48790,भद्रभुज,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.bʱu.d͡ʑə/,भद्र॔-भुज,0
227990,48791,भद्रभूषणा,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.bʱuː.ʂə.ɳɑː/,भद्र॔-भूषणा,0
227991,48788,भद्रबाहु,n,n-----m--u,,,,/ˈbʱəd̪.ɹə.bɑː.ɦu/,भद्र॔-बाहु,0
227992,,भद्रबाहु,n,n-----f--u,,,,/ˈbʱəd̪.ɹə.bɑː.ɦu/,भद्र॔-बाहु,0
227993,,भद्रबाहुचरित्र,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.bɑː.ɦu.t͡ɕə.ˈɹit̪.ɹə/,भद्र॔-बाहु-चरित्र,0
227994,,भद्रबाहुसंहिता,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.bɑː.ɦu.ˈsə̃.ɦi.t̪ɑː/,भद्र॔-बाहु-संहिता,0
227995,,भद्रबाहुशास्त्र,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.bɑː.ɦu.ɕɑːs.t̪ɹə/,भद्र॔-बाहु-शास्त्र,0
227996,48755,भद्रचारु,n,n-----m--u,,,,/ˈbʱəd̪.ɹə.t͡ɕɑː.ɹu/,भद्र॔-चारु,0
227997,48756,भद्रचूड,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.t͡ɕuː.ɖə/,भद्र॔-चूड,0
227998,48768,भद्रदन्त,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.d̪ən.t̪ə/,भद्र॔-दन्त,0
227999,48769,भद्रदन्तिका,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.d̪ən.t̪i.kɑː/,भद्र॔-दन्तिका,0
228000,48767,भद्रदत्त,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.ˈd̪ət̪.t̪ə/,भद्र॔-दत्त,0
228001,48772,भद्रदेह,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.d̪eː.ɦə/,भद्र॔-देह,0
228002,,भद्रदोस्,n,n-----m-so,,,,/ˈbʱəd̪.ɹə.d̪oːs/,भद्र॔-दोस्,0
228003,48773,भद्रद्वीप,n,n-----m--a,,,,/ˈbʱəd̪.ˈɹəd̪.ʋiː.pə/,भद्र॔-द्वीप,0
228004,48770,भद्रदारु,n,n-----m--u,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'u'}=भद्रदारु",/ˈbʱəd̪.ɹə.d̪ɑː.ɹu/,भद्र॔-दारु,0
228005,48771,भद्रदीप,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.d̪iː.pə/,भद्र॔-दीप,0
228006,48751,भद्रगन्धिका,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.gən.d̪ʰi.kɑː/,भद्र॔-गन्धिका,0
228007,48753,भद्रगौर,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.ˈgəौ.ɹə/,भद्र॔-गौर,0
228008,48750,भद्रगणित,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.gə.ɳi.t̪ə/,भद्र॔-गणित,0
228009,,भद्रघट,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.gʰə.ʈə/,भद्र॔-घट,0
228010,48754,भद्रघटक,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.gʰə.ʈə.kə/,भद्र॔-घटक,0
228011,48752,भद्रगुप्त,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.ˈgup.t̪ə/,भद्र॔-गुप्त,0
228012,48849,भद्रहस्त,a,ap----a--a,,,,/ˈbʱəd̪.ɹə.ˈɦəs.t̪ə/,भद्र॔-हस्त,0
228013,,भद्रह्रद,n,n-----m--a,,,,/ˈbʱəd̪.ˈɹəɦ.ɹə.d̪ə/,भद्र॔-ह्रद,0
228014,48870,भद्रैला,n,n-----f--ā,,,,/ˈbʱəd̪.ɹɑːi.lɑː/,भद्रैला,0
228015,48757,भद्रज,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.d͡ʑə/,भद्र॔-ज,0
228016,48758,भद्रजय,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.d͡ʑə.jə/,भद्र॔-जय,0
228017,48760,भद्रजानि,a,ap----a--i,,,,/ˈbʱəd̪.ɹə.d͡ʑɑː.ni/,भद्र॔-जानि,0
228018,48759,भद्रजातिक,a,ap----a--a,,,,/ˈbʱəd̪.ɹə.d͡ʑɑː.t̪i.kə/,भद्र॔-जातिक,0
228019,48879,भद्रक,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.kə/,भद्रक,0
228020,48877,भद्रक,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.kə/,भद्रक,0
230272,26088,भोगिन्,a,ap----a--n,,,,/bʱoː.gin/,भोगिन्,0
228030,48880,भद्रक,a,ap----a--a,,ap----f--ā=>िका,,/ˈbʱəd̪.ɹə.kə/,भद्रक,0
228031,,भद्रकल्प,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.ˈkəl.pə/,भद्र॔-कल्प,0
228032,,भद्रकल्पिक,a,ap----a--a,,,,/ˈbʱəd̪.ɹə.ˈkəl.pi.kə/,भद्र॔-कल्पिक,0
228033,48736,भद्रकन्या,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.kən.jɑː/,भद्र॔-कन्या,0
228034,48737,भद्रकपिल,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.kə.pi.lə/,भद्र॔-कपिल,0
228035,48739,भद्रकर्णेश्वर,n,n-----m--a,,,,/bʱəd̪ɹəkəɹɳeːɕʋəɹə/,भद्र॔-कर्णेश्वर,0
228036,48738,भद्रकर्णिका,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.ˈkəɹ.ɳi.kɑː/,भद्र॔-कर्णिका,0
228037,48735,भद्रकण्ट,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.ˈkəɳ.ʈə/,भद्र॔-कण्ट,0
228038,48748,भद्रकुम्भ,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.kum.bʱə/,भद्र॔-कुम्भ,0
228039,48878,भद्रका,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.kɑː/,भद्रका,0
228040,48745,भद्रकाली,n,n-----f--ī,,,,/ˈbʱəd̪.ɹə.kɑː.liː/,भद्र॔-काली,0
228041,,भद्रकालीचिन्तामणि,n,n-----m--i,,,,/ˈbʱəd̪.ɹə.kɑː.liː.t͡ɕin.t̪ɑː.mə.ɳi/,भद्र॔-काली-चिन्तामणि,0
228042,,भद्रकालीकवच,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.kɑː.liː.kə.ʋə.t͡ɕə/,भद्र॔-काली-कवच,0
228043,,भद्रकालीमन्त्र,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.kɑː.liː.mən.t̪ɹə/,भद्र॔-काली-मन्त्र,0
228044,,भद्रकालीमनु,n,n-----m--u,,,,/ˈbʱəd̪.ɹə.kɑː.liː.mə.nu/,भद्र॔-काली-मनु,0
228045,,भद्रकालीमाहात्म्य,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.kɑː.liː.mɑː.ɦɑːt̪.mjə/,भद्र॔-काली-माहात्म्य,0
228046,,भद्रकालीपुराण,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.kɑː.liː.pu.ɹɑː.ɳə/,भद्र॔-काली-पुराण,0
228047,,भद्रकालीपूजाविधि,n,n-----m--i,,,,/ˈbʱəd̪.ɹə.kɑː.liː.puː.d͡ʑɑː.ʋi.d̪ʰi/,भद्र॔-काली-पूजा-विधि,0
228048,,भद्रकालीपूजायन्त्र,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.kɑː.liː.puː.d͡ʑɑː.jən.t̪ɹə/,भद्र॔-काली-पूजा-यन्त्र,0
228049,48741,भद्रकाप,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.kɑː.pə/,भद्र॔-काप,0
228050,48742,भद्रकाप्य,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.kɑːp.jə/,भद्र॔-काप्य,0
228051,48743,भद्रकार,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.kɑː.ɹə/,भद्र॔-कार,0
228052,48744,भद्रकारक,a,ap----a--a,,,,/ˈbʱəd̪.ɹə.kɑː.ɹə.kə/,भद्र॔-कारक,0
228053,48746,भद्रकाशी,n,n-----f--ī,,,,/ˈbʱəd̪.ɹə.kɑː.ɕiː/,भद्र॔-काशी,0
228054,48747,भद्रकाष्ठ,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.kɑːʂ.ʈʰə/,भद्र॔-काष्ठ,0
228055,,भद्रकृत्,a,ap----a--c,,,,/ˈbʱəd̪.ɹə.kɹ̩t̪/,भद्र॔-कृ॔त्,0
228056,48811,भद्रलक्षण,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.ˈlək.ʂə.ɳə/,भद्र॔-लक्षण,0
228057,48812,भद्रलता,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.lə.t̪ɑː/,भद्र॔-लता,0
228058,,भद्रम्,r,rp--------,,,,/ˈbʱəd̪.ɹəm/,भद्र॔म्,0
228060,48794,भद्रमल्लिका,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.ˈməl.li.kɑː/,भद्र॔-मल्लिका,0
228061,48792,भद्रमनस्,n,n-----f-sa,,,,/ˈbʱəd̪.ɹə.mə.nəs/,भद्र॔-मनस्,0
228062,48793,भद्रमन्द,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.mən.d̪ə/,भद्र॔-मन्द,0
228063,,भद्रमुख,a,ap----a--a,,,,/ˈbʱəd̪.ɹə.mu.kʰə/,भद्र॔-मुख,0
228064,48797,भद्रमुस्त,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.ˈmus.t̪ə/,भद्र॔-मुस्त,0
228103,,भद्रत्व,n,n-----n--a,,,,/ˈbʱəd̪.ˈɹət̪.ʋə/,भद्र॔-त्व,0
228065,48798,भद्रमुस्तक,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.ˈmus.t̪ə.kə/,भद्र॔-मुस्तक,0
228066,48799,भद्रमुस्ता,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.ˈmus.t̪ɑː/,भद्र॔-मुस्ता,0
228067,48796,भद्रमुञ्ज,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.muɲ.d͡ʑə/,भद्र॔-मुञ्ज,0
228068,48800,भद्रमृग,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.mɹ̩.gə/,भद्र॔-मृग,0
228069,48776,भद्रनिधि,n,n-----m--i,,,,/ˈbʱəd̪.ɹə.ni.d̪ʰi/,भद्र॔-निधि,0
228070,48774,भद्रनामन्,n,n-----m--n,,,,/ˈbʱəd̪.ɹə.nɑː.mən/,भद्र॔-नामन्,0
228071,48775,भद्रनामिका,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.nɑː.mi.kɑː/,भद्र॔-नामिका,0
228072,48777,भद्रपद,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.pə.d̪ə/,भद्र॔-पद,0
228073,,भद्रपदा,n,n-----n--ā,,,,/ˈbʱəd̪.ɹə.pə.d̪ɑː/,भद्र॔-पदा,0
228074,,भद्रपदायोग,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.pə.d̪ɑː.joː.gə/,भद्र॔-पदा-योग,0
228075,48779,भद्रपर्णा,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.ˈpəɹ.ɳɑː/,भद्र॔-पर्णा,0
228076,48780,भद्रपर्णी,n,n-----f--ī,,,,/ˈbʱəd̪.ɹə.ˈpəɹ.ɳiː/,भद्र॔-पर्णी,0
228077,48786,भद्रपुर,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.pu.ɹə/,भद्र॔-पुर,0
228078,48781,भद्रपाद,a,ap----a--a,,,,/ˈbʱəd̪.ɹə.pɑː.d̪ə/,भद्र॔-पाद,0
228079,48784,भद्रपाल,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.pɑː.lə/,भद्र॔-पाल,0
228080,,भद्रपाप,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.pɑː.pə/,भद्र॔-पाप॔,0
228081,,भद्रपाप,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.pɑː.pə/,भद्र॔-पाप॔,0
228082,48785,भद्रपीठ,n,n-----n--a,,,,/ˈbʱəd̪.ɹə.piː.ʈʰə/,भद्र॔-पीठ,0
228083,48804,भद्ररथ,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.ɹə.t̪ʰə/,भद्र॔-रथ,0
228084,48809,भद्ररेणु,n,n-----m--u,,,,/ˈbʱəd̪.ɹə.ɹeː.ɳu/,भद्र॔-रेणु,0
228085,48810,भद्ररोहिणी,n,n-----f--ī,,,,/ˈbʱəd̪.ɹə.ɹoː.ɦi.ɳiː/,भद्र॔-रोहिणी,0
228086,48807,भद्ररुचि,n,n-----m--i,,,,/ˈbʱəd̪.ɹə.ɹu.t͡ɕi/,भद्र॔-रुचि,0
228087,48805,भद्रराज,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.ɹɑː.d͡ʑə/,भद्र॔-राज,0
228088,48806,भद्रराम,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.ɹɑː.mə/,भद्र॔-राम,0
228089,48808,भद्ररूपा,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.ɹuː.pɑː/,भद्र॔-रूपा,0
228090,48842,भद्रसरस्,n,n-----n-sa,,,,/ˈbʱəd̪.ɹə.sə.ɹəs/,भद्र॔-सरस्,0
228091,48846,भद्रसेन,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.seː.nə/,भद्र॔-सेन॔,0
228092,48847,भद्रसोमा,n,n-----f--ā,,,,/ˈbʱəd̪.ɹə.soːmɑː/,भद्र॔-सोमा,0
228093,,भद्रसुत,n,n-----m--a,,,,/ˈbʱəd̪.ɹə.su.t̪ə/,भद्र॔-सुत,0
